標題,連結,來源,時間
朝鮮暴雨成災 金正恩連日視察 向官員問責 (15:55) - 20240731 - 國際,https://news.google.com/read/CBMi6gJBVV95cUxPUUZxaFBPT2RnbDFnbFJ0b2tzYklfZnhtNjNlb2hUbG53RUtfZmV3bmVqNVB3UGtob2tGYkNGaHl1ZnBzX1JWQ1Vxb1BmTXF4VGVfV1NpdjRVbTRxTkxhOWhndk96MkEtSG5nSkgzVDJnNW91d1V6YmloX1BXWXpvMWEwekc2cS1zdVFEdzI0aWF1SERObWkzd1ZZNDdPUTVoekJWRVRUM0kwRDJBeUlTak9YWUFXZ2N2Q3ktNEtkZ1dGTVlQMzNvNFVYNVJEbjdTSVUzVHF2NFQweGVMR2Y5aTVSbVVjeW9HYUtyYmFZZ1Z2UzFrV0VIR3hpbkJ3Vk1tQzhRS1E0WEVfTGhmWjhsc09VZkZ6cnRzMXR5dXNxSGxGZWxYQ1JXU04tOTQtYjlGbF9IQjRmMjJsU2pvbjZxeEF1SDJLaFVzNVg5OEh2WDA2ZzhucldYWUZvUUR3UlhHamZQUGJRX29EQQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,明報新聞網,7月31日
南韓稱北韓暴雨遭受相當大損失｜國際｜商業電台 881903,https://news.google.com/read/CBMiXEFVX3lxTE5EOWdyRjkxT1JHeWJDQk5vUHB3TW14bjVCdWZ4b1VPNDdockY4RkRHY1pEVFNnalZITGlqMGVRSk9ncHlZOFRqQ1JrVEJBcUdrVWlDWHB2MHljMkJq0gFjQVVfeXFMTVhzU2RkY3Y4RURpUmZlYXBpRENfUGJpcV92enhHV2NFZmVNeEdja3ByMm1Oc05OeWsxM0s2QXhTb3ZCaW01VUtXblROR0pUU0Y1ekZRWUhxLUJiczluSTM2VVBB?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,商業電台,7月30日
暴雨“供水”黃果樹瀑布磅礡 山東趵突泉復湧 - 国际 - 国际拼盘,https://news.google.com/read/CBMihAFBVV95cUxQWkNEZEdiZThhMENCRlhmNHd1ZWpldndVeUVpNzByRkxsSWFrRmhzc2p3bU10c1JCb2d2c1k2ZC1MeHhqUVdRd3phTkRBbC1pejVMM1pNMWRBeGhZYzZfdUo4b1B1WGR5NlllY3FDeTRoWnRLUFM1VXZOZDVwYWNDb29hSXY?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,星洲网,8 天前
視察接壤華邊境暴雨災區金正恩斥官員防災不足｜即時新聞｜國際,https://news.google.com/read/CBMijwFBVV95cUxPRzBSSnoxUlZKbzU4a2Z2U21pV0hvSzRFc3dZb1ZiLWc3aWJ0eVFJYjBvVnVYVDVhbklFYmp6MUxtS2xxbWZ1ZjdUNjhLSTZQeG8wWDJDTHNobzlkYk1QVlAxRHRNbW01Sm9YTFBFdFNrUHNxVHVmSkFPZll5ODFfbGhGUTQ1eEN4LTd4b1RkUQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,on.cc東網,7月29日
朝暴雨成災韓冀提供抗洪物資緩解緊張局勢｜即時新聞｜國際,https://news.google.com/read/CBMijwFBVV95cUxQSjZUZDl1a3FSZ0RiMmVvblE0QmNIaEZqRjRQelBkTGdnc1Y3RExueVlnTEtNczFPVjgyRXJ5dWF0VUNsYTREODhYbGdpR1lNbkhJMVU3UWM4Uno4NVVjb2NIdWphVm40M2JuZ3EyVUJjYUpDN19Bb1pXRDVQM3F4TTJXaWZ4bkRDaVh0al94aw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,on.cc東網,9 天前
北韓暴雨逾4100房屋受損 金正恩親赴災區負責官員落馬待嚴懲,https://news.google.com/read/CBMinwNBVV95cUxNaGx4OHdzeHdTSFJiMC1lR0FWeW5JbkdFRjJGcm52Q2xPbTVjeXFiT2NYZ1g3TXBXOTZpNlltc3FtLVVPTnpNR2M1R2ZhUU5GdWE5OXZQNDFXQTNyY01WOGhYN1o3MUpxMjctTmcyNmNCaHp5V1JaclNVdGRqNTBBbHRqQjYwdV9XSHdaVjNqMDVYbFhGQ1RmTktNUmIxWnpSLVdnelR3VUxkbHFHSU5CVThaRllhaWRKODl1MmJwWXFkcjdUR1oxT3VLOVc3dGp1eGpPVVpsV3BjcGZDYy1Gc1lpd2JSWURZdUgyMTd4NG14T2Z6SzctREpPcEkwR21ISUNQUkkxeDZBaV9iNkFfcE9UY0JhMzVUUWl1b1J1bUVUYlB5Sl85b1Jvc0REdzBQdjE5eE0yQWxrMmNFYWt3Q25rdGswT041U25uV05GMlB3Y2V6V3c5UnlOSG1HQy1rR1ItM01xLUxxR1RoeVlMYzRhdTgyZnBXRDRMN1FHUHg0ZzU3QkJhUjE1SVVKS1FzQklGYVROYWJnV2lYOWh3?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Channel C HK,7月31日
東京突降暴雨破8年紀錄 川越市街道如汪洋(有片),https://news.google.com/read/CBMi1gJBVV95cUxPMzZaNzI5bTFCcFZJeEo3Mmtra1dVOHpuZEZTWHI5QnU4OENUSnVWNTk1NFlPZWkwVURRRWlUNjY5YmlHcEFpNzVEV2JCYnMyNjBSWTQzTjNDbExXMGJFcjBCOTFjNDZldlpVQ0kyUVNMTEdtQVpuazZ4U0VsUTU3OTQ4SERwRVVBcE00VnZIdmRKT1BBNWw1TTRLZXRoYTZoV00yc1RwTTBJRW1tWjlYeHh5ZGs0anN4OV9YaHF3bkszLVVIX2ZuQlBkNl9CRF9WbkhSajA1V3pPLUFnYkxLa3Y2QlB4TVZvYnlodDgzOFdRR2lFRE5Rb09fRXp1Mmp1aW53dUYycWZmSVhqVlpRTV95WWNEcXg0MjdlTDV6VUNkTnZtWlFTV3dVcy1ydFplckNVQkRSWGVaUkxDc3pydUIzMVRtMWs5N1NseEdNd2xQMGtORXc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,AM730,4 天前
北韓邊境埋「樹葉地雷」 憂隨暴雨流入南韓,https://news.google.com/read/CBMirwJBVV95cUxQd1M0S3JhSWlEMHZlc2JPblNRelZHR201Wm0tVndEOU50WEFhYjZXbTJSSEpCQkZnY3JPMExmVmNPWVV1cjUxcTBEQVExYVd4MEhMcU9RY3E5NUFFMGpsbEtocV9INERBUmh2SGVwSGhQcWNKeVJSUnVaclkyTUFIVlpQRGx0UWVKMUFNWmY1NVdfYkxsaXlxZGVlTUxHWmhDN2VYMjJnMzhuQm5VcGdJdEZuZ3dRS3N2eVpJTldRNHFBbTNxbEt4TjhsbnZMTkgwNUZ3c0xEUnFGTDU1dkpZQlQzME56alRMTkgydHVQbjNaTXhLb3k3X1pSMHV4V3BCVUk5eE8zR19neGdfR09PcDBieXhxd2hTVlYtUE9qdjAySUNKMk9IVGZYVmM1UmM?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,AM730,7月17日
暴雨襲擊多倫多洪水釀斷電與交通服務停擺| 國際,https://news.google.com/read/CBMiX0FVX3lxTFBoOHdHa0JjeWJabzFYdXZwTnJWX2RIUDNleDZ5S0xnTnR4cVNfV21ab3FfVmFxNjRGbWRkSFRTSnFZMzB4aDlqRnNzWE1yMUkybmRMV2hrVFBoSDVLTGc0?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月17日
高雄水利及滯洪設施奏效 凱米強颱淹水面積僅莫拉克9.2%,https://news.google.com/read/CBMi7AJBVV95cUxNY3lZQzNtckpsOFRqa1R2cElNMkhMN1YzZTJSVUNGZ1JKdGtNVXNwNktNT0VBdVhRM3FsSlRld3ZfOGl4V2hXQWM2cHdMaTBkUVR5UDVxNkl1azEwWVo1VG0xMENLYVVFbk1UWmVVbUdSSkdjMU5zTTVTNE9xR0E1YkNpREtocDdDaVk0bjY1TDhjekVuZlFFVm9yYUFKVFZTc0ZUQUNtWHM1anpxVmxQaFEzRVhXMUtIMDJQUzdPVVZfZS1Kc3lMQ3JmTkNBbWJEUVhPTTNLeG5LVWdyZzc0VndiZDdwQVgxemxkYllQQVJCTW5zSnI5REVfR2FraE1HTjN6cTduTkJNcEtyRVJRdm13anFjYjBSZDFkY3dMaTRtRkN3aDBIeUlJZE5wUjZtS3Vhc0E0ZEJ5cTBwanVtaUNsZGUta05tSVIzSmdRWHlMLThSeEZWWmNmWTFNUHh4a1BnVWVKTGp0QUtL?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,7月30日
日本山形縣秋田縣大雨3死 逾千棟民宅淹水,https://news.google.com/read/CBMiWkFVX3lxTFB5anNoM1o0WVR3ak12T3J6ZS1fdGVVNG01bVVDU0p0cFNoVldfRmdheE5JdEp2VmJ5aTA5dVdVVFFkOUlocjNINFdNSV9FSWktdWlIWVpYQjlYd9IBX0FVX3lxTE9Lay1qdWt3RVFYYjlCX1RpY1hpaFV2ODNrMmQ5aFB5YVduT0pwMFduUGdhYjduUzZVV3VVUkYxc2EzbEFRU1REblpibjZmSlhVV1Vjc2FHVkE3T2FYcFBN?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,經濟日報,7月29日
凱米襲台 馬尼拉淹水,https://news.google.com/read/CBMiXEFVX3lxTE42ZTJTeHpKMm5CY1VsRlczY1pPcHJKQUhVY3d4Z3A4bUd1aURHY0hRMUlNeXUzMG91VGFvTXdXbWdZNVNWVGllWkJoM3NpQkoxMUgtczNXVDFfYUhX0gFiQVVfeXFMTTR6cXNuc2ZpWDhFck9Pd24tR2RnXzhYOHhWRUZBN3B6S3BJbHJyNE12NWFYbTZKWkhneEF6QmtwXy1Sd3ZKN25kc2hLV296UGwxSW9vQWZjZG4tWmdOUEdTcHc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,自由時報,7月25日
格美颱風| 高雄多區淹水美術館住宅區成黃河| 國際 | 2024-07-25,https://news.google.com/read/CBMipgJBVV95cUxQeXU0OWpGM21YRGxZWHhEdDU1V084SWFOUzVhOTVRbVhITkw0OVVORkJYcXFJLXkwR1pNV1RVNlVwaGFvM0szR25nQTZRbEw4OUFNZ3FNRUxFMjctU2FFdFJuS3NfcklMN0hTc3JZQ1RFUjBuRGpoT2NoQWFPMGM5U3ltMVczYVlVSEtaN0VaczZQc0tSSVJ2UGlyaEo0YlptY1ZuNDJPUGJSQ1dodTNhd2VETUFJUlE1aGRTQWpqMFVkbXF6azJCUm9zLVJONGVyUlRYOXYxblQ2dnRkaE9yTGpacE5wQmo1bWFyUmhvUDZjX180OHVSbjQxZzV4REZDU1FmV0k1VTRRbUlCUEh4Tk1sbFNSWTNGZC15WmxmZElQdGdKelE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,光明日报,7月25日
洪水、高溫氣候災害 侵襲全球5分之4城市,https://news.google.com/read/CBMibkFVX3lxTE81Y0U4RVZtZWN6SUJkQnF1eG1kRXhYeEhEZXFlZ3ZFdUdpbG5zd1QxaGU5UUVlZXpxem5sYlNXRkNzTjhZeDM0bDFqYUVfeXBEZS1fbTQxOFVFWmZoRWpsWC1lVldNSU9wRXpQMXhB?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中時新聞網,7月22日
2024台灣國際水週—國際論壇開放報名，歡迎各界踴躍參加,https://news.google.com/read/CBMijAFBVV95cUxOS1N2b2pBbDJJZjJEalZTMXowY3dkVGV2cnZPN043NTE4YkJoVTJWWWd0czBnOVBDc2NKU1JGYmZjZGg5XzBnOWVITmZfYVU3R3FGVWFEMjNCT3Q5dGV1andCZ1FHa1FKY3ZWVm00RUc5NFVuM1gyZkhaaGZfVkdGcUtqUXNWdWdidzMydw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中華民國經濟部,3 天前
凱米未登陸就淹水奪命 菲律賓總統：這是國難,https://news.google.com/read/CBMi2gJBVV95cUxOTEt5Y0s1NTBkeHp3U1U0Qy1tY1RtUmlncHRyNWVtdGZXX1cwQ3hudkpob3BQLXVnTnVlMnp6OXRrMlVSTk1va3l0cWRGaUZId2ZIRTNVaFBRU2tnYm00bS1SQTBKc2tscWZlMVI2SzFTVkZCZDhaTVpqVXd1cDNPandoT2p0ajZad3R3ZHVsY3dZOVdQS2tONmhvOUptTjVpRjJLeXJKRmlVbHQ1c21Dc0NtZm5fampEMjR5TG1xb1NTQzllSEU1Mm02OUFXQUJ6X09WNHFjS2FfMWRBdlBra3dselFpdDM0SnFPWE5ValUwX1VNRDR2S21pUUUwZHExTUVvejJuLU1PNVpPZjFKY0NXMmF2ZXZaT0d4eFh1ZFVRZ3NOTFZxd25VczB4LTUtZDNuUVFHNlh1YjhsX29ldkloZFdsMGY4bko0QUZYNlVxdzJpNFk1a1pn?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,新唐人亞太電視台,7月25日
創紀錄降雨量 多倫多市成重災區,https://news.google.com/read/CBMiYEFVX3lxTE5lci1uNVdnUERnY3p1d3lSSTFSUzZJQ3pLMnU5SmxYUDBxU1E2T2lFOGNROXlFdXRrSlBjc1NDN2lzR3p5X2prOURQaHdVQ1ZYMkJULXpaZlk3YkNyNVdoNtIBZkFVX3lxTE9lVGt3b0NiZlhLNHhqaS13SFl2T21QdWp6WjhaUVlrN0U5cmtKckh5N1g2dWRIbm1ZTEhnVWo4d3ZWeXhzSmdocXpQMHhoMDd2SGFkTVBvSUlFcWlkZkhtUHBNdEZ2Zw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,大紀元,7月18日
韓國開發AI洪水預報系統應對極端氣候降雨| 國際,https://news.google.com/read/CBMiX0FVX3lxTFBzbXhSeFNSQS1ReENJRWZhLThienJwVFRITzQzcFlfTzlLS3hKeHNIVEQ4NU9YclhQR2tnSnZlYjA3MmRRbjhvekRrdkNGb2JGbU1tNjJSNnNvU0hPRUhN?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月24日
北韓暴雨逾4000棟民宅淹水 金正恩主持緊急會議,https://news.google.com/read/CBMidEFVX3lxTE81UU9fNWNnZHlPVWZGX2ROdVdwY3ZUVHNWc3QyZEtFMmNVMlJxSDVGNkNvRFJpdUp1OUZIa1oxaUlUbE9qS0ZTT1g1eXE1OFdZVHVTbmlNRWQtMU9iLU1TZ1Z1bVlqcjJwcm9EeVFvREJjdG1G?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,聯合新聞網,7月31日
暴雨襲中國陜西！寶雞大淹水土石流灌入車輛慘被沖走| 國際 | 2024-07-19,https://news.google.com/read/CBMisgJBVV95cUxPQnhRTndmNjlKaVFfZzFGc2VuX2hxS2pZdWt2R3JDQUZSQmgzMUltRWJIQXdMTnR1aF9FWktqbkhLaEM0OWQzLWM1U2xlOUkzdGVOdzRMWjFscXNBbDZvQ1hpdXhKRFhtVG5VTlYzVzJtUHRveUNHQVBkMmZmdFJMNjc2MkVlLTljVVUzN0g3V1k4YkJFQm9FeHRYZm5OV2dFalZEV0VxbUU1UkVXaTNUZU5Ob09zMVhDUlNPVXpQUnJYeTdtV0NuU1lRSHdjaDh6V3JyaWNmbTJEM2M5TlV4MzNBRktUT1JGY2pRZHZlbjE5cTd0MlBvSVlQWUxaUkN2X0h6Wmt2VzY3ZGhIQ3I3clgwc0xLTHBQMVBseUw4WXhnT3h4czA3am1KMFpUeGZnb1E?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,光明日报,7月19日
高雄水利及滯洪設施發揮功效 凱米強颱淹水面積僅莫拉克9.2%,https://news.google.com/read/CBMihANBVV95cUxQSUo1TTdvN1I0RXZWOTF4Rno1SWJiSHEtNzNPSGpydm9hOUUtbVJDZVZRTUVzSkREdzhOOXliWGczVzVmMy1PaThTcWIxVzVkRVRQNU5aWENIQjBtS01TQXNrVHMyaEpGaGdtbHJ5aFRoRWo1dzdUaDVmYlJFTzh1bmtMN05fYnQ0OUhjRURMbFEzcHhUNEFTRktWaE9wdkNSWThMcWFaMHI4TkIwZFd3QWRuWVZObHlQSnNOLTZBdVNuV0c2RVl2WkxoWDFnYzhQX0I5b0FEcGtmd0JBVndUajJWMDBURHRzWVpXcmliYlhiYkp1UlhwSVBwX2Q1ajhDZEZ0RmJ5Z2cweENuRnBNRUk0Tlg0UlRPZ0VicDZzTUVMdHpHNXB4dDRUbHRSdkhnZlZDT2t4RF9Ua0JPVzRPUmhzX0tleWRZSFd4TGRLMTJLeXlmRF9LZ2VrTWF3TVRhRkkyWUVrQWZzRFZGVDZNRENxdldBTGdyNWtESHpRZXAzTTNP?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,7月29日
河南極端暴雨 南陽單日雨量超過600毫米,https://news.google.com/read/CBMiZkFVX3lxTE1kVXljN2dYRWxpbWxwcGlYdHBsdzU4czFya2J3Z25FN3M3NnZneVNITHcwaW5iZEh0bHU0aXZMREUzQTUyWm5aNE4wOWYteEZGZnZVc0xGVVcxX2h0Y0JfbkVGZTZzd9IBa0FVX3lxTE1kZEV5U2tuQUZrcWR5aHpOYUc5d0FmNUEtTTFyb2lYckpnRnNBY255V0FjVUVZWUk2d21CU3ZUV3VVU0MwQnZqOEVLZEQxQU1MTFo1NDFycURUM2pmSG9mREszVVhvYkFqdzJz?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,自由時報,7月16日
北韓暴雨逾4000棟民宅淹水金正恩主持緊急會議| 國際,https://news.google.com/read/CBMiX0FVX3lxTE13RFJyaV81cGVRUG9pRC1zV3NzUXVhZ1FuNmpIeEowVUc2b2JvcU1iZ3dyR3FVYXhpbFRpWVprRjlRUmpkS3BuSlhmVDZkMDRiLWhtdF93VDU1WGxzRFE0?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月31日
南韓暴雨不歇 仁川機場24架次國際航班取消、北韓未通知南韓逕自開閘門洩洪,https://news.google.com/read/CBMi2ANBVV95cUxOR2FZSWExYmNZUG8za2ItQy1WU1V3RndnVWoxYUNnSGpwd0ptLW1RcmIzMnY0Yno0aTcybmFUZkdCM3NIa2RGckx4RUZDU01uUVp2dlFaZVdibk9hUkMyanNMcG1QUkZZQ3FvR2h3RWhjTXRTMlRtZ0Yzb2pzbkVRYWRySEJoSG9hSWNfX2ZTY3E3T2hNYk02VDJNeFRCeEl4VUtCRTJZaTNDMmFELXkxY0E0SzNuSGdtMTRPVDkyYjd0eXRYRHE3SVNZWUN5T2xvN05WVHlWR3BibjAzVHFMWTBZN3ZWR1VmcWFaVVZFbVI5UlFIRWUwc0hraTdocC0ycGRZTy05dlU2Sktsb2p5Q0g2SFFFU28tODhuV3l3ZnFsX3BiaHlxYmdLYjQxNWtxYUUzenktb1pkSkEzOXlDbTdOdUtqS3I3QnFYQXh5dUNnZC1IdzJIeEtlUW1XU2xrSnZhZGRUMjNxdmxFRk5nby1zTkRZYVpkMUFnaXl1YjY4M2lHWjVqamtTeEJISExPRkRVUlVZYzBqUkhYTXBqMWp5dEVZeFNGajNEMlhoTDlLemFscHhjWjVsSXQyYms5cUZYbVhFNGVLZ2lrY2htN0J0WXpJY3p0?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,7月18日
賴比瑞亞洪水為患 國會議員提議遷都,https://news.google.com/read/CBMiWkFVX3lxTE1ieFVETzVwdGUxekp6SnFRNXhHOEdIMkR2SEliY09rQ0dmM0dnZkxtX3NxUjZ4Y1h6MFRjSEI2Z0Y5QWtET1hJZF9uTFJuU2Jpc3R4OU1SSVgtUdIBX0FVX3lxTE85dE9LRERHYXl3T0Rqc2lRS2JCOHRJR0N5QlhkTVlrdGJTSG1MMXZqNFRBeU9vSzRuMU5BeU5UUzhzWkI2bXBJRXcxc3YzVE1IUm53UFUxUnNqR3MtTzVJ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,經濟日報,7月22日
印尼遷都5 / 遷都後雅加達魅力何在 淹水空污及塞車沉痾恐續存,https://news.google.com/read/CBMiX0FVX3lxTFA2XzE2YUdJRFVaNlk5WWk0V0M0SHdNOHRTdVdrZV9aZWFJRFF1WlYxYXF3MktobmZ5aEY4aWZVTzlJR3NWRkp0SHVobWQ4bnlWdW0ycTRHUGs3cWRveDFj?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月27日
北韓洪水為患 蒲亭表達慰問並願提供人道援助,https://news.google.com/read/CBMid0FVX3lxTE1pZTJOZVR5bWJmMUs4TDk1SXZaRHY4S1FjVk9OUlRMbkRmM0l2RjRkdGpEMjhadG9oaGVkVlk4UW5UVDZoei1wQkFfRTBYdERoSkNIbGdFTUIySWgwaHl2Z3FyWFMtUkdLOUt5XzRyMkFTTFAyVUFZ0gFfQVVfeXFMTzYzZGo0M3NUVks5d0dfZW4zVDdaQ0Rac1U3eUNLYWhwZmJXNXVYR01LYUxiSlUyODl2QXdkMmx5bDh5TmNhMDl0QTVieTEzNE1KYlZtTW9samRma1lMWXc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,經濟日報,8 天前
金正恩罕見為北韓洪災道歉 韓媒分析原因,https://news.google.com/read/CBMirAJBVV95cUxPeE9tS3NWMTRlQjhoQTB4SVR0bDRDT1lfYmdGQzNiSE5pMHU1YXRwQTJlZTJwOWUwUlUzX2JxSFZXNEhOV0ItNUcybk9WbW1HWVdkVTJwai1pM3VfUEVoUU44YTNfUUUteDJaVkFfN3Rtc21DMV9HRW9wdkU2eUx2VUd4U0FBRkx1QV9JT1pyYUhFbXlRNzlhMXZjMThLWTJTNThCelI2eXlSUWdrNWtXQzl6QU5OSkwwWno1RnJBcl9VdnRGeXljSS1nVDEtT3N5U0x6cTB2NmxKRnJXQmZNMkhOOW1YTzI2VDJ5dFhIU05xY3ZUYndRdGFwT0ZnVnhfSGhDZGV4T3ptU1hmMTd4S1JRWTdQNTRZeHp5V2pCZDFyeENTaWRVelJwQy0?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,昨天
日本東北豪雨成災至少4失蹤警車被大水沖走| 國際,https://news.google.com/read/CBMiX0FVX3lxTE9MQktMazJ4SmJnREFQZUdBLVlZUmp0d1EyUFN1YjdUa2tTZzFYRl93OGFzc005bDBjNUdUYjFXU1VKMjFZUHZHRDktUDdKQTZKS1pLSXdMN2pDdmExQWFv?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月26日
德里大雨街道車輛泡水 空中交通也受影響,https://news.google.com/read/CBMiWkFVX3lxTFAzQXVCRTNXUExTWUx0empvYTVpb2l5VzBpVk9TSGZLQl9WNnRfS3M0cUF0UXNIZGg0dzBpb3ZsZDNENHM0b0poNV9zcUZnendrZ3lyS0pYU0d6Z9IBX0FVX3lxTE9xVXpPdjM0R2d1LTE5TzNWSE04OW1GSDVZTW9RdWd3N2MxcnZtYU42eUVwZW1abUZmdHdQNXJOblJub0dPSWhXdWhpbDVHM0JzQmxXZDJxbjRxMWJtbUJB?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,經濟日報,11 天前
暴雨釀嚴重災情 河南女凌晨驚醒…目睹「家具全漂浮水面」：差點被沖走 | 國際 | CTWANT,https://news.google.com/read/CBMiT0FVX3lxTE9RdWNiZjNRT3ZYU25MOUJYemRXYUVJZzBjbXl2VWZ6MkVESUhLeE5GSmpJS1FLLW1RWTlldzFoQllQUEhuZGN1b2NvNk5oaDTSAVRBVV95cUxPT2hBTG9EdHZkNXhKN0I5QXhXR0gxNmpaSzFYcE5ieElJZW9ReTdsSWdKcXY0WGV5VUw5MldnVjVqY21yQXlLZk5yZEQxNmNBWUkwS3o?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,CTWANT,7月16日
嘉義淹大水！路上驚現「2公尺鱷魚」逃竄 飼主急：我家游出去了,https://news.google.com/read/CBMisgJBVV95cUxOcFJiWnJuU2RZZ3RoQkNzbGlEbzIxQ0J4Tmc3TkdURWhFUVNRc1JvTGt1YzN3UXFVNXRBbVo5SFAtdW5RUHQydnAxdEFQa3Z0bXNVSXBXcmhnRHpqbVZ3VVd4cGlFOWItZ2swWWZHTTJiSURZZ1Nqd2xzakNoY2xyaU9pVnVESWI3SFF5YlhHVEFQNDlpNWN6QVd4ZzR5bnFwY0UwS2RiblBzSUROT19YeUNpME1oMFVWdm55SnFTbFNvZnVab2NGZWpxekFUM0E0LU0yQnZCZHAtZmZLbHRRaGJ5MnY4OE1NT1E1MGFvTjJvOEZPWWMtZkY4a0lvem81N2M5ZWh2dTh1Z001MDFOcTBlUmI3YjlvQzAzcHdHTjZSaWIyRWkyWmRWOFFTVEt5dGc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,7月26日
金正恩搭船巡視淹水災區、嚴懲官員 緋聞女友陪同,https://news.google.com/read/CBMi0gJBVV95cUxPaE1ETlhWWjcycWFIdHhnam9UV3lYTEpwTzJLUHRrYWU4clNQd19kRGNqVktESnRjRW5Id3FBNEpuaUtET1lhaGVzN0pvb0lGUnpTRERqZEMwU2hzSDlpZlBVWE82RGtpVDk2bFM2eFRJOHo2VTM1WUN0MkZZcDZ0RkpfSTY5UVRMdUQtQmFoXzE1MGpvdjJhTTdlOURldEd1cXJ5NExVejNLWlk1TmpSY0FON3F3bHNOUzBKbHdTdnlzQThUdC1NODZsdTN5eEtwaEgzQWpuUG9hSjJIR095eE9VQ19fbVhjUkx4UXhzeXRFenl3Y0lXV0V5YmZycXBXWngyRHpFSnY5M0RsQlZqc3RaazVXOW82VzJmQ0FxZEpuRWIyWWdfVnUwOENKMHg5Ykx5cXU3eW5yaWVOREFDQTZsSi1nTVZNUlE4dU9tcjROdw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,7月31日
史上唯一登桃園「天選怪颱」地震颱風假天災少怎不配宜居首都？,https://news.google.com/read/CBMiT0FVX3lxTE5YT3dSMlpQT2dSODJlZGNZT3NKM1ZXOGZjb3dQTWtPbHhvWDJQd1dIYXZiYWlDZWR4RkpqXzdXaHlNNjFCQlFvWThVWWZCRHc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,城市學,7月26日
天母國小學生研發淹水警報器 勇奪IEYI發明展金牌,https://news.google.com/read/CBMiygJBVV95cUxOZXVuVTBHZ18xeHdHS3pwNnhmNnBoeGx2aHF0Q2prQkJJQTBWSHFIN3dKQTlMRUVMRGdVNUc4aU5oQzN4R0kwNjJ2YmpLcWhYUWxUVXVGSkJWRVFHY2ItMlNPdm9uTzNjMmxMaHdSYnUyMXJPYjk1cjhTZWk1TGtyYlRvS0VoZVVzWl9QZGZFY1VjVlgwRXpVN0MtUExqVHdtb1d5S2p5bEtvVGI3ZzNtMEZ1MTVkOXBIcUFzVUV2bzRDV25FZERIQlgxQjN5SXVBQ0RLUFczRE1SLThfN1o1N2h5X25sbFV3UEpQeGw0UnpSRkFWSG5SMkQ1dWRXYnpSbmh3V1pINXRXei12eHV0Y2VNUEZ6S2JOM29FWkFjOGYwQ0dsX01WdHJSaFBhRjNES1dvQ2s2NU5OdUh5UjNIZ0s1ck05NXJ6MXc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,5 天前
大雨致日本秋田河川決堤 新潟多處道路淹水,https://news.google.com/read/CBMiWkFVX3lxTE9wNGJNeFo0TUpaeHFWRndQYXpjbUY2OW8wQmhGVmZVOG5EOWdDbVl1eTV5LUFuU1FsdFRHdnY0V21YeEVPVmM3eTVMX2hmRUNOblBhcTNuaXFUZ9IBX0FVX3lxTFBJUkI2Y19BV1lXTTFYNEhBbEF0QlFSVWpfMVAtRWxGbk1OQkc5cWZzYWt0cFhyWE1zUWRTRFJOUldCZ3FqT3FPU2QzNnd5OWdqdU15MmlRNDl2RklNWmpR?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,經濟日報,7月25日
